iso3,year,rule_of_law
CUB,2016,-0.4594971537590027
CUB,2017,-0.4510124921798706
CUB,2018,-0.46435803174972534
CUB,2019,-0.341410756111145
CYM,2015,0.7836193442344666
CYM,2016,0.7647584080696106
CYM,2017,0.7441372275352478
CYM,2018,0.7399168610572815
CYM,2019,0.733900785446167
CYP,2015,1.0108777284622192
CYP,2016,0.6933568120002747
CYP,2017,0.8542594313621521
CYP,2018,0.7212380170822144
CYP,2019,0.7270457744598389
CZE,2015,1.1070189476013184
CZE,2016,0.9884160161018372
CZE,2017,1.0877965688705444
CZE,2018,1.0198990106582642
CZE,2019,1.0173122882843018
DEU,2015,1.7596598863601685
DEU,2016,1.583852767944336
DEU,2017,1.573621153831482
DEU,2018,1.5913491249084473
DEU,2019,1.5812530517578125
DJI,2015,-0.9446471333503723
DJI,2016,-1.000653862953186
DJI,2017,-0.9340717196464539
DJI,2018,-0.9502326846122742
DJI,2019,-0.9462483525276184
DMA,2015,0.7018845677375793
DMA,2016,0.6490037441253662
DMA,2017,0.6604471802711487
DMA,2018,0.7045004963874817
DMA,2019,0.7179982662200928
DNK,2015,2.0156021118164062
DNK,2016,1.883536696434021
DNK,2017,1.8035565614700317
DNK,2018,1.773296594619751
DNK,2019,1.8336460590362549
DOM,2015,-0.5304847955703735
DOM,2016,-0.3948569595813751
DOM,2017,-0.4300101101398468
DOM,2018,-0.3658897280693054
DOM,2019,-0.32124608755111694
DZA,2015,-0.942101240158081
DZA,2016,-0.9171286821365356
DZA,2017,-0.9255274534225464
DZA,2018,-0.8073034286499023
DZA,2019,-0.8617962598800659
ECU,2015,-0.9563484191894531
ECU,2016,-0.6489182710647583
ECU,2017,-0.7181480526924133
ECU,2018,-0.6632105708122253
ECU,2019,-0.5428891777992249
EGY,2015,-0.6029621958732605
EGY,2016,-0.4789564311504364
EGY,2017,-0.4497509002685547
EGY,2018,-0.30214911699295044
EGY,2019,-0.33343878388404846
ERI,2015,-1.52557373046875
ERI,2016,-1.6624892950057983
ERI,2017,-1.5988425016403198
ERI,2018,-1.6201471090316772
ERI,2019,-1.6317145824432373
ESP,2015,0.885937511920929
ESP,2016,0.9654852151870728
ESP,2017,1.0235074758529663
ESP,2018,0.9782121181488037
ESP,2019,0.9904459714889526
EST,2015,1.3004399538040161
EST,2016,1.1927490234375
EST,2017,1.2475943565368652
EST,2018,1.2036035060882568
EST,2019,1.2431511878967285
ETH,2015,-0.5274248719215393
ETH,2016,-0.5081260800361633
ETH,2017,-0.47118568420410156
ETH,2018,-0.4450046122074127
ETH,2019,-0.4841460883617401
FIN,2015,2.0531139373779297
FIN,2016,2.008164882659912
FIN,2017,2.0234367847442627
FIN,2018,2.0346474647521973
FIN,2019,2.012981414794922
FJI,2015,-0.3633194863796234
FJI,2016,-0.08984854072332382
FJI,2017,-0.08160297572612762
FJI,2018,0.1767789125442505
FJI,2019,0.42263153195381165
FRA,2015,1.3667898178100586
FRA,2016,1.351741909980774
FRA,2017,1.3969374895095825
FRA,2018,1.3961008787155151
FRA,2019,1.371217131614685
FSM,2015,-0.2834659516811371
FSM,2016,-0.004067487083375454
FSM,2017,0.05540098249912262
FSM,2018,0.035041142255067825
FSM,2019,0.08163630217313766
GAB,2015,-0.5641703009605408
GAB,2016,-0.6118478178977966
GAB,2017,-0.7246749401092529
GAB,2018,-0.720236599445343
GAB,2019,-0.7551937103271484
GBR,2015,1.7710356712341309
GBR,2016,1.6404577493667603
GBR,2017,1.6443194150924683
GBR,2018,1.6029465198516846
GBR,2019,1.5694458484649658
GEO,2015,0.22194357216358185
GEO,2016,0.33622318506240845
GEO,2017,0.26221317052841187
GEO,2018,0.2704685926437378
GEO,2019,0.24866697192192078
GHA,2015,0.12362375110387802
GHA,2016,0.03471468761563301
GHA,2017,0.10808838158845901
GHA,2018,0.05157820135354996
GHA,2019,0.015498661436140537
GIN,2015,-1.1870367527008057
GIN,2016,-1.2430857419967651
GIN,2017,-1.2548339366912842
GIN,2018,-1.2308926582336426
GIN,2019,-1.2383904457092285
GMB,2015,-0.7456992864608765
GMB,2016,-0.7988951802253723
GMB,2017,-0.4550212323665619
GMB,2018,-0.45591190457344055
GMB,2019,-0.4070741534233093
GNB,2015,-1.3120964765548706
GNB,2016,-1.5370451211929321
GNB,2017,-1.4718652963638306
GNB,2018,-1.2657561302185059
GNB,2019,-1.3030543327331543
GNQ,2015,-1.3354039192199707
GNQ,2016,-1.3923275470733643
GNQ,2017,-1.3708255290985107
GNQ,2018,-1.424320101737976
GNQ,2019,-1.2865570783615112
GRC,2015,0.2520817816257477
GRC,2016,0.1122768446803093
GRC,2017,0.0490841418504715
GRC,2018,0.11275636404752731
GRC,2019,0.15774168074131012
GRD,2015,0.17503060400485992
GRD,2016,0.6187413930892944
GRD,2017,0.461015522480011
GRD,2018,0.24957382678985596
GRD,2019,0.1871112585067749
GRL,2015,1.6712630987167358
GRL,2016,1.6899545192718506
GRL,2017,1.688615322113037
GRL,2018,1.701723337173462
GRL,2019,1.7105281352996826
GTM,2015,-0.953765869140625
GTM,2016,-1.031354308128357
GTM,2017,-1.076287865638733
GTM,2018,-1.0754663944244385
GTM,2019,-1.1000350713729858
GUF,2015,1.2604565620422363
GUF,2016,1.2719858884811401
GUF,2017,1.1606323719024658
GUF,2018,1.1725624799728394
GUF,2019,1.1305270195007324
GUM,2015,1.2853628396987915
GUM,2016,1.045759677886963
GUM,2017,1.2947691679000854
GUM,2018,1.2967134714126587
GUM,2019,1.2684597969055176
GUY,2015,-0.5411548614501953
GUY,2016,-0.31358602643013
GUY,2017,-0.2988910377025604
GUY,2018,-0.3836018443107605
GUY,2019,-0.4454267621040344
HKG,2015,1.790758490562439
HKG,2016,1.6841539144515991
HKG,2017,1.6798657178878784
HKG,2018,1.7296124696731567
HKG,2019,1.5655213594436646
HND,2015,-0.9420696496963501
HND,2016,-1.1365752220153809
HND,2017,-1.062726616859436
HND,2018,-1.0571871995925903
HND,2019,-1.041421890258789
HRV,2015,0.1271413266658783
HRV,2016,0.34045812487602234
HRV,2017,0.30814072489738464
HRV,2018,0.3013797700405121
HRV,2019,0.34827151894569397
HTI,2015,-1.196147084236145
HTI,2016,-1.0136687755584717
HTI,2017,-1.0968767404556274
HTI,2018,-1.0616422891616821
HTI,2019,-0.9754547476768494
HUN,2015,0.38160544633865356
HUN,2016,0.4128478467464447
HUN,2017,0.5353684425354004
HUN,2018,0.5544669032096863
HUN,2019,0.49827510118484497
IDN,2015,-0.4243111312389374
IDN,2016,-0.33814775943756104
IDN,2017,-0.35004809498786926
IDN,2018,-0.3137857913970947
IDN,2019,-0.3466900587081909
IND,2015,-0.0699370950460434
IND,2016,-0.05548941716551781
IND,2017,-0.029448533430695534
IND,2018,-0.0009570829570293427
IND,2019,-0.06662368029356003
IRL,2015,1.7286865711212158
IRL,2016,1.4662963151931763
IRL,2017,1.3798632621765137
IRL,2018,1.4123870134353638
IRL,2019,1.3478056192398071
IRN,2015,-0.9407318234443665
IRN,2016,-0.6949889659881592
IRN,2017,-0.701115071773529
IRN,2018,-0.712358295917511
IRN,2019,-0.7707985043525696
IRQ,2015,-1.561646819114685
IRQ,2016,-1.767076015472412
IRQ,2017,-1.7533369064331055
IRQ,2018,-1.8008997440338135
IRQ,2019,-1.7711527347564697
ISL,2015,1.633995532989502
ISL,2016,1.4836372137069702
ISL,2017,1.5700169801712036
ISL,2018,1.679163932800293
ISL,2019,1.726340889930725
ISR,2015,1.131567358970642
ISR,2016,1.0401948690414429
ISR,2017,0.9898489713668823
ISR,2018,0.9602813124656677
ISR,2019,1.012083649635315
ITA,2015,0.2885879874229431
ITA,2016,0.3675249516963959
ITA,2017,0.31981152296066284
ITA,2018,0.24089688062667847
ITA,2019,0.2730046808719635
JAM,2015,-0.19110684096813202
JAM,2016,-0.1721273511648178
JAM,2017,-0.13366743922233582
JAM,2018,-0.2177981436252594
JAM,2019,-0.31062400341033936
JOR,2015,0.41520169377326965
JOR,2016,0.24617783725261688
JOR,2017,0.23600296676158905
JOR,2018,0.23155608773231506
JOR,2019,0.13258510828018188
JPN,2015,1.4856241941452026
JPN,2016,1.3848131895065308
JPN,2017,1.52944016456604
JPN,2018,1.4941675662994385
JPN,2019,1.4970027208328247
KAZ,2015,-0.5157735347747803
KAZ,2016,-0.5129275918006897
KAZ,2017,-0.4872155785560608
KAZ,2018,-0.5034341216087341
KAZ,2019,-0.5098881721496582
KEN,2015,-0.5068727135658264
KEN,2016,-0.45583978295326233
KEN,2017,-0.43015292286872864
KEN,2018,-0.4276537001132965
KEN,2019,-0.4644659757614136
KGZ,2015,-1.0129690170288086
KGZ,2016,-1.0426806211471558
KGZ,2017,-0.9475670456886292
KGZ,2018,-0.9281470775604248
KGZ,2019,-0.9136390089988708
KHM,2015,-0.9964491724967957
KHM,2016,-1.0809787511825562
KHM,2017,-1.0753947496414185
KHM,2018,-1.134575366973877
KHM,2019,-0.9548699259757996
KIR,2015,-0.1544816792011261
KIR,2016,0.29890385270118713
KIR,2017,0.6005423069000244
KIR,2018,0.5768014788627625
KIR,2019,0.817287027835846
KNA,2015,0.4863915741443634
KNA,2016,0.4612383544445038
KNA,2017,0.49600860476493835
KNA,2018,0.5194128751754761
KNA,2019,0.43672987818717957
KOR,2015,0.9027600288391113
KOR,2016,1.1275107860565186
KOR,2017,1.1301411390304565
KOR,2018,1.199627161026001
KOR,2019,1.1567100286483765
KWT,2015,-0.020576318725943565
KWT,2016,0.0077491141855716705
KWT,2017,0.07864093780517578
KWT,2018,0.18575292825698853
KWT,2019,0.19215814769268036
LAO,2015,-0.8190048933029175
LAO,2016,-0.8113109469413757
LAO,2017,-0.904718279838562
LAO,2018,-0.8631729483604431
LAO,2019,-0.9686991572380066
LBN,2015,-0.806876540184021
LBN,2016,-0.8097356557846069
LBN,2017,-0.8085647225379944
LBN,2018,-0.7822231650352478
LBN,2019,-0.8523892164230347
LBR,2015,-0.8765271902084351
LBR,2016,-0.9665568470954895
LBR,2017,-0.9706149101257324
LBR,2018,-1.0014564990997314
LBR,2019,-1.0052975416183472
LBY,2015,-1.5213981866836548
LBY,2016,-1.6968809366226196
LBY,2017,-1.6815307140350342
LBY,2018,-1.690319538116455
LBY,2019,-1.7625139951705933
LCA,2015,0.698509931564331
LCA,2016,0.5484837293624878
LCA,2017,0.6066376566886902
LCA,2018,0.6318843364715576
LCA,2019,0.5897687673568726
LIE,2015,1.6463133096694946
LIE,2016,1.6471776962280273
LIE,2017,1.6338706016540527
LIE,2018,1.6348316669464111
LIE,2019,1.6366918087005615
LKA,2015,0.03172602504491806
LKA,2016,0.10724145919084549
LKA,2017,0.026702215895056725
LKA,2018,-0.0004086204571649432
LKA,2019,0.03955758735537529
LSO,2015,-0.19452978670597076
LSO,2016,-0.18616552650928497
LSO,2017,-0.29960623383522034
LSO,2018,-0.366134911775589
LSO,2019,-0.42462778091430664
LTU,2015,0.9781922101974487
LTU,2016,0.9973270297050476
LTU,2017,0.9611012935638428
LTU,2018,0.9233408570289612
LTU,2019,0.9866188764572144
LUX,2015,1.8388086557388306
LUX,2016,1.7208729982376099
LUX,2017,1.6994177103042603
LUX,2018,1.7683496475219727
LUX,2019,1.7501482963562012
LVA,2015,0.7663483023643494
LVA,2016,0.928149938583374
LVA,2017,0.9003403186798096
LVA,2018,0.9232491254806519
LVA,2019,0.9793638586997986
XKX,2015,-0.47855910658836365
XKX,2016,-0.35727766156196594
XKX,2017,-0.43520596623420715
XKX,2018,-0.3836739957332611
XKX,2019,-0.40950554609298706
MAC,2015,0.8913127779960632
MAC,2016,0.8216621279716492
MAC,2017,0.8146668672561646
MAC,2018,0.9719206690788269
MAC,2019,0.8820886015892029
MAR,2015,-0.18116916716098785
MAR,2016,-0.27314522862434387
MAR,2017,-0.2787715494632721
MAR,2018,-0.24869780242443085
MAR,2019,-0.23670123517513275
MCO,2015,1.5129890441894531
MCO,2016,1.5133118629455566
MCO,2017,1.5349280834197998
MCO,2018,1.536625862121582
MCO,2019,1.5104848146438599
MDA,2015,-0.3715771436691284
MDA,2016,-0.5103940367698669
MDA,2017,-0.43582215905189514
MDA,2018,-0.4337407648563385
MDA,2019,-0.4504503607749939
MDG,2015,-0.7047869563102722
MDG,2016,-0.8328022360801697
MDG,2017,-0.8785107731819153
MDG,2018,-0.8366240859031677
MDG,2019,-1.0132726430892944
MDV,2015,-0.5870778560638428
MDV,2016,-0.39426183700561523
MDV,2017,-0.6383455395698547
MDV,2018,-0.5572654604911804
MDV,2019,-0.41195225715637207
MEX,2015,-0.4544510543346405
MEX,2016,-0.580000638961792
MEX,2017,-0.5859199166297913
MEX,2018,-0.641823947429657
MEX,2019,-0.658984363079071
MHL,2015,0.0017357106553390622
MHL,2016,0.11747873574495316
MHL,2017,0.287800669670105
MHL,2018,0.16399677097797394
MHL,2019,0.45886915922164917
MKD,2015,-0.23704877495765686
MKD,2016,-0.3426975905895233
MKD,2017,-0.30871668457984924
MKD,2018,-0.30771198868751526
MKD,2019,-0.30570894479751587
MLI,2015,-0.7514495849609375
MLI,2016,-0.7988134026527405
MLI,2017,-0.7938055992126465
MLI,2018,-0.8153563737869263
MLI,2019,-0.8649163842201233
MLT,2015,1.1063978672027588
MLT,2016,0.967930018901825
MLT,2017,1.110819697380066
MLT,2018,1.0195274353027344
MLT,2019,0.9210107326507568
MMR,2015,-1.2588711977005005
MMR,2016,-0.9008593559265137
MMR,2017,-0.9597063064575195
MMR,2018,-1.0431039333343506
MMR,2019,-1.0785142183303833
MNG,2015,-0.3900863528251648
MNG,2016,-0.22615091502666473
MNG,2017,-0.3163553774356842
MNG,2018,-0.2783738076686859
MNG,2019,-0.25783592462539673
MNE,2015,-0.044898975640535355
MNE,2016,-0.13372869789600372
MNE,2017,-0.10979017615318298
MNE,2018,0.003172449767589569
MNE,2019,-0.006880668457597494
MOZ,2015,-0.8688004016876221
MOZ,2016,-1.0747121572494507
MOZ,2017,-1.0083328485488892
MOZ,2018,-1.0673426389694214
MOZ,2019,-1.056031584739685
MRT,2015,-0.891843855381012
MRT,2016,-0.7457877993583679
MRT,2017,-0.6194257736206055
MRT,2018,-0.7074903845787048
MRT,2019,-0.6082397103309631
MTQ,2015,-0.0803942009806633
MTQ,2016,0.8119837045669556
MTQ,2017,0.8144514560699463
MTQ,2018,0.8168885707855225
MTQ,2019,0.542384147644043
MUS,2015,0.8433260321617126
MUS,2016,0.6873823404312134
MUS,2017,0.6683957576751709
MUS,2018,0.7099456787109375
MUS,2019,0.6962839365005493
MWI,2015,-0.32906532287597656
MWI,2016,-0.3946234881877899
MWI,2017,-0.39421603083610535
MWI,2018,-0.4053760766983032
MWI,2019,-0.34397661685943604
MYS,2015,0.4023148715496063
MYS,2016,0.3878239095211029
MYS,2017,0.38696566224098206
MYS,2018,0.5291281342506409
MYS,2019,0.49136224389076233
NAM,2015,0.23673605918884277
NAM,2016,0.4571692645549774
NAM,2017,0.27634820342063904
NAM,2018,0.32946693897247314
NAM,2019,0.3644601106643677
NER,2015,-0.5930851101875305
NER,2016,-0.6852132081985474
NER,2017,-0.7062502503395081
NER,2018,-0.6051690578460693
NER,2019,-0.5581254363059998
NGA,2015,-0.982365071773529
NGA,2016,-1.0376200675964355
NGA,2017,-0.8890331387519836
NGA,2018,-0.9177476167678833
NGA,2019,-0.9389029145240784
NIC,2015,-0.7551971077919006
NIC,2016,-0.6571363806724548
NIC,2017,-0.6624106168746948
NIC,2018,-1.0786837339401245
NIC,2019,-1.2015231847763062
NLD,2015,1.9073094129562378
NLD,2016,1.8465065956115723
NLD,2017,1.7580171823501587
NLD,2018,1.7447314262390137
NLD,2019,1.7351408004760742
NOR,2015,1.975319504737854
NOR,2016,1.995051383972168
NOR,2017,1.9800926446914673
NOR,2018,1.9221876859664917
NOR,2019,1.9410977363586426
NPL,2015,-0.6929019093513489
NPL,2016,-0.8108797669410706
NPL,2017,-0.6942155361175537
NPL,2018,-0.49140486121177673
NPL,2019,-0.5536311864852905
NRU,2015,-0.6016774773597717
NRU,2016,-0.5483756065368652
NRU,2017,-0.06396885216236115
NRU,2018,-0.06207048520445824
NRU,2019,-0.13475915789604187
NZL,2015,1.9655095338821411
NZL,2016,1.9139175415039062
NZL,2017,1.8833794593811035
NZL,2018,1.8337212800979614
NZL,2019,1.843664288520813
OMN,2015,0.35203874111175537
OMN,2016,0.3828622102737427
OMN,2017,0.40547308325767517
OMN,2018,0.43615445494651794
OMN,2019,0.5270460247993469
PAK,2015,-0.7769167423248291
PAK,2016,-0.8155828714370728
PAK,2017,-0.7333626747131348
PAK,2018,-0.6837279796600342
PAK,2019,-0.6882346272468567
PAN,2015,-0.1415049433708191
PAN,2016,0.03387417271733284
PAN,2017,0.007294162642210722
PAN,2018,-0.15915225446224213
PAN,2019,-0.19204206764698029
PLW,2015,0.9182426333427429
PLW,2016,0.9336728453636169
PLW,2017,0.9554534554481506
PLW,2018,1.0018243789672852
PLW,2019,0.7829424738883972
PER,2015,-0.4991331696510315
PER,2016,-0.49575769901275635
PER,2017,-0.5235731601715088
PER,2018,-0.5669287443161011
PER,2019,-0.5202516913414001
PHL,2015,-0.41711878776550293
PHL,2016,-0.430538147687912
PHL,2017,-0.49983957409858704
PHL,2018,-0.5647112727165222
PHL,2019,-0.5736910700798035
PNG,2015,-0.8696171045303345
PNG,2016,-0.7806867957115173
PNG,2017,-0.8205498456954956
PNG,2018,-0.7649621367454529
PNG,2019,-0.800446093082428
POL,2015,0.8035616278648376
POL,2016,0.5939772129058838
POL,2017,0.3993817865848541
POL,2018,0.37646278738975525
POL,2019,0.3905352056026459
PRI,2015,0.7167900800704956
PRI,2016,0.6294200420379639
PRI,2017,0.5931873321533203
PRI,2018,0.5562036037445068
PRI,2019,0.5581575036048889
PRK,2015,-1.6565847396850586
PRK,2016,-1.6748032569885254
PRK,2017,-1.723759651184082
PRK,2018,-1.643094539642334
PRK,2019,-1.6612517833709717
PRT,2015,1.101606845855713
PRT,2016,1.0429837703704834
PRT,2017,1.1022518873214722
PRT,2018,1.1075820922851562
PRT,2019,1.1057021617889404
PRY,2015,-0.644318699836731
PRY,2016,-0.6905137300491333
PRY,2017,-0.6694732308387756
PRY,2018,-0.6027212738990784
PRY,2019,-0.5681270956993103
QAT,2015,0.7438759207725525
QAT,2016,0.7661147117614746
QAT,2017,0.6953229308128357
QAT,2018,0.704719603061676
QAT,2019,0.7066915035247803
REU,2015,1.0577366352081299
REU,2016,1.045759677886963
REU,2017,1.0546103715896606
REU,2018,1.0568009614944458
REU,2019,0.7844093441963196
ROU,2015,0.2046126276254654
ROU,2016,0.4535347819328308
ROU,2017,0.4359172284603119
ROU,2018,0.36751726269721985
ROU,2019,0.41553762555122375
RUS,2015,-0.8147979974746704
RUS,2016,-0.8441588878631592
RUS,2017,-0.8450579047203064
RUS,2018,-0.8324532508850098
RUS,2019,-0.7709429860115051
RWA,2015,0.03880196809768677
RWA,2016,0.0969751626253128
RWA,2017,0.11684756726026535
RWA,2018,0.10959858447313309
RWA,2019,0.06320661306381226
WSM,2015,0.744271993637085
WSM,2016,0.8695819973945618
WSM,2017,0.9381933212280273
WSM,2018,0.9128009676933289
WSM,2019,1.1625070571899414
SAU,2015,0.09615674614906311
SAU,2016,0.31468671560287476
SAU,2017,0.07581330090761185
SAU,2018,0.11731711775064468
SAU,2019,0.14455072581768036
SDN,2015,-1.2331770658493042
SDN,2016,-1.2821376323699951
SDN,2017,-1.1254897117614746
SDN,2018,-1.138877034187317
SDN,2019,-1.1761629581451416
SEN,2015,-0.1588016301393509
SEN,2016,-0.12220746278762817
SEN,2017,-0.16925066709518433
SEN,2018,-0.2238994836807251
SEN,2019,-0.21591684222221375
SGP,2015,1.7787814140319824
SGP,2016,1.785961627960205
SGP,2017,1.7840709686279297
SGP,2018,1.802677035331726
SGP,2019,1.8378143310546875
SLB,2015,-0.48976200819015503
SLB,2016,-0.3010178804397583
SLB,2017,-0.19031624495983124
SLB,2018,-0.20193397998809814
SLB,2019,-0.1092866063117981
SLE,2015,-0.8806010484695435
SLE,2016,-0.8023841381072998
SLE,2017,-0.8073081374168396
SLE,2018,-0.7969078421592712
SLE,2019,-0.8043345808982849
SLV,2015,-0.6162850260734558
SLV,2016,-0.7575657367706299
SLV,2017,-0.872741162776947
SLV,2018,-0.9302414059638977
SLV,2019,-0.8656801581382751
SMR,2015,1.5129890441894531
SMR,2016,1.5133118629455566
SMR,2017,1.5349280834197998
